bid,name,city,state,lat,long,star,reviews,num,cat
FCYH8zUTtq29Q4kWUaSKVQ,East Valley Oral Surgery,Chandler,AZ,33.3202178,-111.9077832,5,6,2846,Health & Medical
KPSu1373lL6iqBxUOBNOzw,Bath & Body,Chandler,AZ,33.30549,-111.8952739,4,4,2849,
U9iWs_XQ88IEj_Cgawyz4w,Wildflower Bread Company,Chandler,AZ,33.30192107,-111.8970361,4,83,2851,Food
T_d9GB_p0ajNTVEZ2CMmrw,Pick Up Stix,Chandler,AZ,33.321266,-111.911648,3,4,2854,Restaurants
jCOTob1avPH52RNuniylkg,Abuelo's,Chandler,AZ,33.3061359,-111.9019727,3.5,177,2856,Restaurants
ladc7jWsCaOlaErCDdnubA,Baja Fresh,Chandler,AZ,33.3070371,-111.8991592,2,9,2862,Restaurants
VprXrZ01I5RxhJIyBl3YmQ,Pasta Pomodoro,Chandler,AZ,33.3055803,-111.9003957,4,9,2863,Restaurants
sPVogBdLg95fKzIQ8ErDfA,Chris Anthony's Hair Salon,Chandler,AZ,33.3016651,-111.8980181,4,6,2864,Beauty & Spas
W1XSrZgjyHuNYwqckvAQFg,Hollister,Chandler,AZ,33.3055295,-111.9027999,2,5,2865,Shopping
IoHpWh3_DNnjHyx6uX1lEA,Honmachi Grill,Chandler,AZ,33.3057002,-111.9016698,4,10,2872,Restaurants
bXsc7bNjgQ12LJGwgyaQUA,Wendy's,Chandler,AZ,33.304722,-111.944321,3.5,4,2875,Restaurants
X8tfJzFU-pNxWnZk1la03Q,Sam's Club,Chandler,AZ,33.315091,-111.971113,4,12,2876,Shopping
Ia_yw3pa-qjJ6in5dVYHGw,Streets of New York,Chandler,AZ,33.31941756,-111.9442845,2.5,19,2878,Restaurants
eGoXBEU339Xg-vz0MUq86A,Aldo Shoes,Chandler,AZ,33.305681,-111.897553,4.5,5,2881,Shopping
UVehGYYtA4i5xmFwpIUhLQ,St Andrew the Apostle Catholic Church,Chandler,AZ,33.3207113,-111.9017554,4.5,5,2883,Religious Organizations
50vp5JKtNeAubhPD9cmuHQ,Pottery Barn Kids,Chandler,AZ,33.305681,-111.897553,4,7,2888,Shopping
lbZfKiN9t5FHuMCf3d3BVw,Espinoza's Market,Chandler,AZ,33.3052737,-111.9087675,3,3,2891,Food
IMGW6y8wHQCfr_6k-YXg_A,BJ's Restaurant & Brewhouse,Chandler,AZ,33.29938698,-111.8984394,3.5,197,2892,Food
t652pzxIJjHJB7GuQWe7rw,Starbucks,Chandler,AZ,33.3056767,-111.8976863,3,5,2893,Food
HFbuUmowkbFOESYtk95syQ,Rolfs Salon at the Foothills,Chandler,AZ,33.318264,-111.965385,4,5,2896,Beauty & Spas
nCeeguQS-MHQRifOpKzwUg,Tomasos Restaurant,Chandler,AZ,33.317906,-111.964138,2.5,8,2898,Restaurants
y9tYQZCWVWscFUuK-xoaMg,Sunset Automotive,Chandler,AZ,33.299715,-111.951678,4.5,7,2899,Automotive
0ONypOKIhttBz9IJzBE8jg,Fleming's Prime Steakhouse & Wine Bar,Chandler,AZ,33.3184674,-111.9682552,4,135,2900,Nightlife
OaJfStM3hDmbSGKnJspEbA,Renew Paint & Body,Chandler,AZ,33.312108,-111.966387,3.5,6,2901,Automotive
dB8_d0PBw2XH3jpbI19zTg,Barbeques Galore,Chandler,AZ,33.316807,-111.971525,2.5,4,2902,Restaurants
eMHJP0ANVPcboNXqPw3Vdw,Bed Bath & Beyond,Chandler,AZ,33.3167975,-111.9684955,4,8,2903,Shopping
EVRoFKVKbgP-rz9_6enViQ,Whataburger,Chandler,AZ,33.304812,-111.9682754,3,18,2904,Restaurants
daComt_TaMsSan7bI9pPcA,Oxford Cleaners,Chandler,AZ,33.318767,-111.943635,4.5,7,2907,Local Services
fa776KC8le1MHOOws_1PNA,Atomic Comics,Chandler,AZ,33.3056593,-111.8976622,3.5,7,2908,Shopping
PBcsBfduHaCBVLsgVvAkJQ,Dennys,Chandler,AZ,33.3058174,-111.9684613,2.5,7,2910,Restaurants
p2FoMPsKYDVkDrNv4mEESA,Family Vetcare of Chandler,Chandler,AZ,33.3037459,-111.945161,3.5,11,2911,Pets
HltDCbst7HjQLFrfFoOQtA,Archery Headquarters,Chandler,AZ,33.304845,-111.951499,4,30,2917,Active Life
kVNtgU6JE6Rt6R3nZ9xh3g,Dugan Plumbing,Chandler,AZ,33.2729333,-111.8131915,2,9,2920,Home Services
frZdH7hTGIs7nykH4jeIPA,The New E,Chandler,AZ,33.3053082,-111.9088314,4,81,2925,Restaurants
y20QO00sCjXWiZ2q6HR4xw,Barnes & Noble,Chandler,AZ,33.305681,-111.897553,3.5,3,2927,Shopping
Uh5O_bvaGuSE1-YVIjXpdg,Fashion Nails,Chandler,AZ,33.305681,-111.897553,2.5,7,2928,Beauty & Spas
VGQQnqEFME8q7XSe6dAwYw,Firebird Int'l Raceway,Chandler,AZ,33.2700604,-111.9709043,4.5,3,2929,Active Life
eIWGYfGEoOS0dup41APkoA,Firebird International Raceway,Chandler,AZ,33.2700604,-111.9709043,4.5,6,2930,Local Flavor
KW5vG4PH2LKLMGdp6pt3dg,Whirlwind Golf Club,Chandler,AZ,33.2723652,-111.9789705,4,14,2931,Active Life
O1PwUNte19omnQa0ByXM0Q,Fairytale Brownies,Chandler,AZ,33.310833,-111.950669,5,3,2933,Food
M_YNzre9XrANx3G6ga3RdQ,Tag's Cafe,Coolidge,AZ,32.9781484,-111.5242948,3,19,2935,Restaurants
l6ymDZz4ZJZGGwBNVUzfYA,Casa Palomino Mexican Resturant,Coolidge,AZ,32.9873654,-111.5240382,4,10,2936,Restaurants
DYX7PG1Ms4VUlkWqtWeNhw,Pinal County Historical Society Museum,Florence,AZ,33.0249727,-111.3872867,4.5,3,2939,Arts & Entertainment
CAY2lyPdy1LRyxhj64eo0Q,Blue Mist Motel,Florence,AZ,33.0310936,-111.3791382,2.5,3,2941,Hotels & Travel
Xa1YMGHxHJYojsdYj1ZVsQ,Safeway Food & Drug,Gilbert,AZ,33.377881,-111.723855,2,3,2945,Food
RFeDe3fNr14kvUKlVx6_4w,Mint Thai Cafe,Gilbert,AZ,33.370289,-111.78948,3.5,85,2947,Restaurants
g1Rz8AZfcO2A97k6dfesow,Aardbark Grooming,Gilbert,AZ,33.3610268,-111.7901903,4,14,2948,Pets
iwN90973uPSLsx5w1_GQog,Lazy-Q Billiards,Gilbert,AZ,33.377442,-111.787498,2.5,5,2950,Nightlife
g38ugtf1IpXPApgA690baw,Sonic of Gilbert #1,Gilbert,AZ,33.367864,-111.789388,2.5,10,2952,Restaurants
ETg80zdzuBm7gBfW3UoMIw,Wokee Express,Gilbert,AZ,33.362894,-111.7897157,4,12,2954,Restaurants
4jf5PMaxpcgA_fhirn5GgA,Serrano's Mexican Food Restaurants,Gilbert,AZ,33.3677452,-111.7557338,2.5,36,2955,Restaurants
WtvMpGO6revfY4p0I8DFSA,Elite Nails,Gilbert,AZ,33.351375,-111.7549934,4,55,2957,Beauty & Spas
VbwGZIA08Ss4yid01G6xAw,FloriDino's Itailan Bistro,Gilbert,AZ,33.3644907,-111.7876346,2.5,20,2960,Restaurants
7cfh_iFrzh2489palOKKmQ,Network Automotive Service Center,Gilbert,AZ,33.3686449,-111.7896985,4,15,2965,Automotive
HKFx1r4v_NIOjMfnghZlNw,Rino D's Pizza & Wings,Gilbert,AZ,33.377165,-111.787576,4.5,31,2968,Restaurants
xuEsUDFIWIEnBXvj1EBXlw,Crabby Don's Bar & Grill,Gilbert,AZ,33.378352,-111.748897,3,30,2979,Food
HDwqXUfzc7WtyS24wep7TQ,Absolute Dental,Gilbert,AZ,33.3653181,-111.7381301,5,3,2983,Health & Medical
KzeBOEYw4-pGi81l_yND5g,China Pearl Chinese Restaurant,Gilbert,AZ,33.3781498,-111.7480902,4,24,2988,Restaurants
IJvftvYf6zXg_jyfHOB1Kw,Duke Family Carpet Cleaning,Gilbert,AZ,33.371336,-111.782618,5,3,2991,Local Services
hbrdh2sqLYUfKAuUZ25kKw,Avian & Exotic Animal Clinic of Arizona,Gilbert,AZ,33.347512,-111.789043,5,7,2992,Pets
7B-aDpDY3CiR6TQMdP7GWA,Val Vista Vision,Gilbert,AZ,33.30399,-111.751386,5,17,2994,Health & Medical
OvV84elHGF1AVVy9eTLZ7A,Beach House Tanning Salon,Gilbert,AZ,33.3511353,-111.7896718,4.5,5,2995,Shopping
eMN1-yBb0RhM6XtvKQzRbQ,Best Shoe Repair & Alterations,Gilbert,AZ,33.362894,-111.7897157,4.5,8,2997,Local Services
U9J3XvKuMVfm17SKOjZncw,A & J Graphics and Promotions,Mesa,AZ,33.4329528,-111.8449346,5,4,2998,
SDCe_MRUXM5tLgZJe61LvA,Softouch Dental,Gilbert,AZ,33.377033,-111.7223957,4.5,7,2999,Health & Medical
L9UYbtAUOcfTgZFimehlXw,Liberty Market,Gilbert,AZ,33.354768,-111.7898327,4,715,3003,Food
tUWhNal-M1J1wdQDZ_9eXA,Gilbert Chamber of Commerce,Gilbert,AZ,33.3519283,-111.7895214,5,7,3004,Professional Services
Qjjydo_zzWLyr7S7zwv8EQ,Gilbert True Value Hardware,Gilbert,AZ,33.3606124,-111.7894749,5,3,3005,Shopping
TWxOpOzi0EMiZ9ydjmeThw,Chevron,Gilbert,AZ,33.3652365,-111.7891177,3,4,3008,Automotive
T1es1T2slfoxiKad32KyJQ,Econo Lube N' Tune,Gilbert,AZ,33.3790629,-111.762594,3.5,3,3009,Automotive
J7sGR5XrrDeqaGv8yIBW0w,KC's Sushi and TV Bar,Gilbert,AZ,33.3655704,-111.7905611,3,8,3010,Restaurants
Atbyj1_dXFUDysgvGKMdbw,Paulene's Nails and Spa,Gilbert,AZ,33.3678487,-111.7561636,4,17,3012,Beauty & Spas
5fRoYdCOYdPMIUyJXNYd8A,Barro's Pizza,Gilbert,AZ,33.3772861,-111.7891162,3.5,29,3015,Restaurants
8lbH-2LuzdPcww2sr5qUXA,Nationwide Vision Centers,Gilbert,AZ,33.3647176,-111.7540202,1,8,3016,Shopping
EEP1M2-gYEy5R462rPmPuw,Wagner Dance Arts,Gilbert,AZ,33.3612155,-111.787867,3.5,3,3017,Arts & Entertainment
IUnyW_UC6EPw0F55EjqQ8w,Christ's Greenfield Lutheran School,Gilbert,AZ,33.3579384,-111.7372254,4,3,3020,Education
Qa7pkIQP2M5ICHwWkQBJsw,Napa Auto Parts,Gilbert,AZ,33.3686745,-111.7899688,4,4,3022,Automotive
7WGBi29_vj_7RcPVxpLNHA,The Farmhouse Restaurant,Gilbert,AZ,33.3545993,-111.7898391,4,218,3023,Restaurants
BkRnVd0B3y7Nd3VoIvn99w,Wendy's,Gilbert,AZ,33.3788534,-111.7863472,5,4,3024,Restaurants
Adh0cWr8pqpMzv3uq4doQA,Brakes Plus,Gilbert,AZ,33.378766,-111.742476,4,5,3025,Automotive
JMOK_Sy6aSOZwd4qgkX7hg,Flancer's,Gilbert,AZ,33.360818,-111.790077,4,194,3029,Restaurants
miPvBpiSKhc53BDPGP-_9Q,Advanced Foot & Ankle Specialists,Gilbert,AZ,33.3027872,-111.7571119,1,3,3030,Health & Medical
RgXWA8zXD83KnckFfWOqJw,Nielsen's Frozen Custard On Baseline,Gilbert,AZ,33.37876,-111.760998,4,8,3031,Food
uuq5XZIi7hF3TfCgPY0lVw,Potato Barn,Gilbert,AZ,33.325857,-111.689537,3.5,10,3032,Shopping
1V1lodaiyYw4ZKyiv95pyw,Burrito Shack,Mesa,AZ,33.312724,-111.686406,4.5,70,3034,Restaurants
CxgFoyQl_EDf2uyVnU1Gsw,Safeway Food & Drug,Queen Creek,AZ,33.2662729,-111.6836514,2.5,9,3037,Shopping
G-_b6qMjBP_FIfpoq2RAEA,Yepez Barber Shop,Queen Creek,AZ,33.21157,-111.671638,5,3,3038,Beauty & Spas
xW8kpTmc6Fu1-kVZtfn6Xw,AZ Auto Repair,Queen Creek,AZ,33.2516457,-111.6175014,4.5,4,3040,Automotive
YRf0L_6Ntunht5ziviG5nA,Queen Creek Cafe,Queen Creek,AZ,33.248439,-111.63487,3,33,3044,Restaurants
1V8f3A7p3HV2r0BgAbqvaw,Schnepf Farms,Queen Creek,AZ,33.223783,-111.59601,3.5,107,3047,Food
lem7XGgKM5a4pAgop2mQqw,Rudy's Restaurant,Queen Creek,AZ,33.249333,-111.634883,3.5,25,3049,Restaurants
U5-VseaV5NWnuh5AW4acJg,Russ True Value Hardware,Queen Creek,AZ,33.24849252,-111.6459408,4.5,7,3050,Shopping
ZYNbmD_F9XNLlBMOBEawlw,The Golf Club At Johnson Ranch,Queen Creek,AZ,33.15876335,-111.5680955,2.5,15,3051,Active Life
9XY7omFCcsiw3cUj0j8ECg,Super Carniceria El Torito,Queen Creek,AZ,33.211781,-111.686163,4.5,8,3054,Food
xKV873WMxM0EJ7NTtu4Qhg,The Brownie Connection,Gilbert,AZ,33.343131,-111.789408,4.5,7,3055,Food
hkURDp7H7IySRuilVVuSjw,Sun Devil Auto,Sun Lakes,AZ,33.2185177,-111.8729835,2,5,3057,Automotive
oKuvHNucsBVMAkmNdSASSw,Sun Lakes Family Physicians,Sun Lakes,AZ,33.218863,-111.856581,4,4,3058,Health & Medical
aLKQpJ0tBBAq3fvDxZZNNw,Walgreens,Chandler,AZ,33.2770582,-111.8583383,3.5,6,3059,Shopping
ELmeO2guUY0NV99puvgc1A,AutoZone,Chandler,AZ,33.276942,-111.860044,3.5,8,3060,Automotive
bqfAiGb2j2gK4pxbv0u9bw,Montage at Pecos,Chandler,AZ,33.27641319,-111.8692632,2,4,3061,Home Services
CTDMz7Vy9uLyGUNYWhFX4g,Subway,Chandler,AZ,33.261388,-111.857235,3,5,3065,Restaurants
QGFdc1xfKIX0BOZO1mKTuw,Lebelle Salon & Day Spa,Chandler,AZ,33.261657,-111.860733,3.5,12,3066,Beauty & Spas
xvqyyJEPPV1zKhKWqJ0Kgw,Mountainside Fitness Center,Chandler,AZ,33.2778941,-111.8591138,3.5,19,3067,Active Life
J8_4fv87to-6X9XM60TGKw,Leslie's Swimming Pool Supplies,Chandler,AZ,33.2641693,-111.8590535,2.5,6,3068,Shopping
FCIYOCHTuEcuPqJFxg5e_Q,Chandler Public Library,Chandler,AZ,33.2520276,-111.8430871,2.5,5,3070,Public Services & Government
jSBMJKjywkMcpKl0oy9WOg,Cactus Bike,Chandler,AZ,33.276942,-111.860044,4,15,3072,Shopping
GicegFT1LZdZnb7JsUT3QA,Kohl's Department Stores,Chandler,AZ,33.2856616,-111.8435732,3.5,18,3073,Shopping
0UoiVRI6RXedld2gd0i-bA,Brooksie's Propane,Chandler,AZ,33.2736142,-111.8413081,5,6,3074,Local Services
wraCOupucUVRu8YF21EX_g,Beads At Brooksie's,Chandler,AZ,33.2729547,-111.8414258,3.5,3,3076,Shopping
0uP4fNs06SkeZqIm3ZWaZw,Bashas' ,Sun Lakes,AZ,33.2181007,-111.8588719,2.5,4,3079,Food
dEc_kx85KU4Gz1B3meuqlQ,Arby's,Chandler,AZ,33.2631562,-111.8589783,4.5,5,3086,Restaurants
4hp2dLiJQ6chAw98S2EiaA,Ocotillo Dental Care,Chandler,AZ,33.25958,-111.857145,5,6,3088,Health & Medical
JMhDp0VDzHpeuOzqG4a5lw,Great Clips,Chandler,AZ,33.25958,-111.857145,3.5,4,3089,Beauty & Spas
axGWZgwzqpL69EznZBH_rg,Ashley Manor,Chandler,AZ,33.2851057,-111.8913243,3.5,6,3092,Event Planning & Services
bL7rtIwY8afapAAfSsUNrw,Safeway Food & Drug,Chandler,AZ,33.23366165,-111.8599091,4,11,3096,Food
ULSTswrT2Vz1nbm_AvZVAg,Kelly Nail & Spa,Chandler,AZ,33.2344429,-111.8604326,1,3,3099,Beauty & Spas
62NzHN5KnexeQrBmDt3Vaw,McDonald's,Chandler,AZ,33.234575,-111.85942,2.5,5,3100,Restaurants
Hls6Cl5Wo8f1FS5ZDtntXA,Chandler Dental Health,Chandler,AZ,33.2608406,-111.8593176,5,32,3104,Health & Medical
Cl0-KnG4yAb3IqcGM1-a5A,Tammy Pro Nails,Chandler,AZ,33.2452342,-111.8390442,1,3,3106,Beauty & Spas
b5OBIHUqtJNsOCZpwSpUWQ,Burger King,Chandler,AZ,33.278155,-111.8583917,1,3,3109,Restaurants
PT7V38tg1Re9MLIrEwdh8w,Chandler Christian Church,Chandler,AZ,33.279138,-111.856468,4.5,4,3113,
X3icXUyW9vS4UXY6V_MR4w,McCormick-Stillman Railroad Park,Scottsdale,AZ,33.538154,-111.924569,4.5,137,3114,Active Life
5IO32LUAX4b-nD13fxKsIw,Paulenes Nails,Scottsdale,AZ,33.5376434,-111.908547,3.5,24,3118,Beauty & Spas
2FqG3fBB2XffmRTnc6YI_w,Paradise Bakery,Scottsdale,AZ,33.5243639,-111.8985922,3.5,11,3124,Food
ANUuvsZp7g1DZKTGz45TxA,Arizona Solar Solutions,Phoenix,AZ,33.6879936,-112.0484529,5,3,3127,Home Services
Z3IUpFFdWSePkchuldMvLw,Famous Footwear,Scottsdale,AZ,33.5397417,-111.8896802,2.5,3,3128,Shopping
YMlj4LG5JzWZ-UHW8LDaPA,Albertsons,Phoenix,AZ,33.58336173,-111.9777605,4,5,3129,Food
mKqoXA8k8vO0Y_O2HYYhFg,Bookstar,Scottsdale,AZ,33.5384216,-111.8890197,3.5,3,3130,Shopping
gnBgJD6LYsYhSneYVFDmhw,Arizona Auto Wash,Scottsdale,AZ,33.5403574,-111.8901622,1.5,38,3131,Automotive
geMBkIHrGOVwbBs-7Sugkg,Leslie's Swimming Pool Supplies,Scottsdale,AZ,33.5095684,-111.9109255,3.5,4,3132,Shopping
i84W7aDZK18D4fLxXEkJlA,Forum Cafe,Scottsdale,AZ,33.5292176,-111.9252304,3,4,3138,Restaurants
Er0dfwchojs2Emh_Qq2jig,Resort Golf At Legend Trail,Scottsdale,AZ,33.7954172,-111.8762359,3.5,3,3139,Active Life
_Q9IEf-8XbQR2eutFVhh1w,Homewood Suites By Hilton,Scottsdale,AZ,33.5756408,-111.9262786,2.5,11,3141,Hotels & Travel
24XXd1EuvUswXG--qS5U5g,Pavilions Auto Care,Scottsdale,AZ,33.538577,-111.8860015,4.5,7,3142,Automotive
9AbyBqGWHYZC73GlyAuTrQ,Fleming's Prime Steakhouse & Wine Bar,Scottsdale,AZ,33.53026968,-111.9263506,4,204,3143,Nightlife
soL4n0z_F9HIVFSAouwlkw,Glossy Nails,Scottsdale,AZ,33.5384209,-111.888587,1.5,4,3145,Beauty & Spas
n_HvrTuGUgxXJM0yq39-0g,Chizona's Pizza,Scottsdale,AZ,33.5242438,-111.8992733,4,90,3146,Restaurants
xrNL6b5x1W1begCWFDduIw,Lowe's Home Improvement Warehouse,Scottsdale,AZ,33.6345815,-111.9182354,3.5,32,3148,Shopping
tVihf5G8I0yNzdgntgoZeQ,N & R Gold & Silver Jewelry,Scottsdale,AZ,33.5384145,-111.8875886,4.5,5,3149,Shopping
SVm5QpxTloQMSm2Y1xvblg,Blue Diamond,Scottsdale,AZ,33.5243639,-111.8985922,3,4,3150,Shopping
F3tqTcfKnljJcSyyqN0bbw,Los Favoritos Taco Shop,Scottsdale,AZ,33.5238776,-111.8979282,3.5,52,3151,Restaurants
IM-9thHqQbBK5tX5MfTzBQ,Chompie's Deli,Scottsdale,AZ,33.5810432,-111.880204,3.5,247,3155,Food
2zXqFId4jYuk2K8w1KI-Qw,Sports Authority,Scottsdale,AZ,33.5361131,-111.8866621,3,16,3162,Shopping
ki7fhvs8IctEtqltTpZTYw,Arizona Veterinary Dental Specialists,Scottsdale,AZ,33.510164,-111.911516,5,5,3164,Pets
j_KoJeo4mEyayKsyAsY7xg,J Crew,Scottsdale,AZ,33.5035145,-111.9293332,3,5,3167,Shopping
5ExCFur8Gqt1x278DAvJZA,Corson's Swimming Pools,Scottsdale,AZ,33.481648,-111.924479,5,4,3170,Home Services
CD-2yHTSObgvAhW-pYHfMw,DoubleTree Resort by Hilton Hotel Paradise Valley - Scottsdale,Scottsdale,AZ,33.5157137,-111.9254057,3.5,93,3175,Hotels & Travel
S5ZcvZ7_ZeXXeDxHcEPAlw,Saguaro Veterinary Clinic,Scottsdale,AZ,33.5241779,-111.8991318,4.5,29,3176,Pets
ZRrIwqIUMII1b2keMI8QRw,Scottsdale Hilton Resort & Villas,Scottsdale,AZ,33.530234,-111.925621,3,73,3181,Hotels & Travel
X2CvejXoxpIOr8j6O-gM7A,Bashas',Scottsdale,AZ,33.52384485,-111.899613,3,15,3182,Food
Wpb8O1zSBwl5EQEaBkagIQ,Diva,Scottsdale,AZ,33.54596423,-111.9683658,3.5,4,3184,Shopping
w4O2f6LEXwWJWn4thL-87Q,Miramonte,Scottsdale,AZ,33.530256,-111.908081,4,9,3191,Home Services
nRLsX5dEmYBcjhX2720y8A,Ross Dress for Less,Scottsdale,AZ,33.5406188,-111.8883988,3,7,3192,Shopping
PmZ3Ft4aOGpzhpPnF21loA,The Home Depot,Scottsdale,AZ,33.5403596,-111.8842066,3.5,23,3194,Shopping
v9htJ8R0Ctvykmqjz7eRlQ,Country Glazed Ham,Scottsdale,AZ,33.5250892,-111.9253313,4.5,10,3196,Food
z7W0sUbrVi2k6R2BR5jtzw,Stayshons Chevron,Scottsdale,AZ,33.5090304,-111.8910508,3,17,3197,Automotive
mVw7gP7UUyU5grWXR_KpwQ,Arizona Propane,Mesa,AZ,33.4426463,-111.85633,5,6,3198,Local Services
5zBYjGBJ8yuj3-OGVdA-QA,Wilson Camera,Scottsdale,AZ,33.498698,-111.917534,3.5,12,3200,Shopping
kEyCMHBnohaWc81omLDfYg,Casella's Italian Delicatessen,Scottsdale,AZ,33.5227721,-111.9001502,4.5,116,3201,Restaurants
ej65W-XSc1PL_i1ssBJe2A,United Artists Theaters,Scottsdale,AZ,33.5379429,-111.8890142,3,5,3202,Arts & Entertainment
FGCa6lW6f03rzJz0U3QESg,Scottsdale Athletic Club,Scottsdale,AZ,33.5375043,-111.9027304,2.5,7,3203,Active Life
dPAQrPQn8bzsZqt7QSdKjQ,Denny's Restaurant,Scottsdale,AZ,33.5387442,-111.8848613,4,20,3206,Restaurants
RbWAL8KYgUp9pNSeLSjXtQ,Sweet Tomatoes,Scottsdale,AZ,33.5380221,-111.8880186,3.5,60,3210,Restaurants
lKHJ9o0AOOpFyIcJHzu5GA,Hall of Frames,Scottsdale,AZ,33.5266038,-111.924627,4,4,3211,Shopping
kzzgef3G5SZNn2jbA3fxfg,Viking Cleaners,Scottsdale,AZ,33.64086562,-111.861763,3.5,3,3212,Local Services
2BSF6wu1V3KfyFJf1DQ3DQ,Tallyho Cocktail Lounge,Scottsdale,AZ,33.523891,-111.8979869,4,24,3213,Nightlife
SK04ABcwoEtvIZ3VOZccPw,Safeway,Scottsdale,AZ,33.5094222,-111.9105349,3.5,35,3216,Food
w4afmUAcnPe3fsT-LaQ6fw,Just Sports,Scottsdale,AZ,33.533699,-111.908639,3.5,3,3217,Shopping
5mxob00MDhnE5kQuwQBCOw,Optical Expressions,Scottsdale,AZ,33.5260219,-111.9245688,4,7,3218,Shopping
gISEMwwswfKXAsdShbu0wA,The Lavidge Company,Phoenix,AZ,33.5086439,-112.021973,2.5,3,3219,Professional Services
N1nXI-07ldED54HaZeKh5A,Clip-N-Clean All Breed Dog Grooming,Scottsdale,AZ,33.5239409,-111.8994619,5,7,3220,Pets
zCq31TEwGbAFmI9rySOidA,Preventive Pest Control,Glendale,AZ,33.5470903,-112.2204332,4,6,3223,Local Services
oinZM9-d2n5NvGuxvatDWA,Ray's Pizza,Phoenix,AZ,33.655256,-112.132618,3.5,18,3224,Restaurants
eO_kITwKoNH-E71yxoyNvA,Desert Voyagers,Phoenix,AZ,33.4804855,-112.0111328,4.5,3,3226,Active Life
OXJZlVOYZwyrf5cHLmfStw,Michaels,Scottsdale,AZ,33.6337103,-111.9217659,3.5,15,3228,Shopping
YyP7u5TO2fLWFY0Lbc3aEA,New Balance,Scottsdale,AZ,33.63416,-111.923887,4,7,3229,Shopping
_pTP5e2WgF10i893mgHseg,Brighton Collectibles,Scottsdale,AZ,33.62444655,-111.9272606,3,6,3231,Shopping
RIPOZpFE32uPP1JEQQPTCg,Lucky Brand Jeans,Scottsdale,AZ,33.6239109,-111.9276273,4,5,3233,Shopping
M0Pch3_-Gvj45RN1U4I35Q,Devil's Martini North,Scottsdale,AZ,33.5847015,-111.9257372,2.5,45,3234,Nightlife
1o7rZUpwTU1Eg2oL_l7oTA,Thomasville of Scottsdale,Scottsdale,AZ,33.628884,-111.926291,2.5,5,3235,Shopping
pqqaCpEGbMn9KLA_xygjrg,J.Crew,Scottsdale,AZ,33.6240765,-111.9300659,4.5,5,3236,Shopping
K0ZTFp0Lbn-hRiQa5IzmQw,Z Cleaners,Scottsdale,AZ,33.620831,-111.897217,4,16,3237,Local Services
8UC_BhTIcTDcP8OI7EtpLA,Pier 1 Imports,Scottsdale,AZ,33.6340809,-111.9253782,4,5,3240,Shopping
Tb323X_c541xgfA0IjvYXw,Hampton Inn & Suites,Scottsdale,AZ,33.637168,-111.9275423,4,13,3241,Event Planning & Services
vQQBk3jsTkbPfa-qGeF3rg,China Nail Salon,Scottsdale,AZ,33.639896,-111.94439,3.5,7,3242,Beauty & Spas
xyykk6JeU-i-aTRFhVU0Yg,North Scottsdale Family Medicine,Scottsdale,AZ,33.6251792,-111.9404813,3,11,3243,Health & Medical
jJfaZ_LsyXpeLbakewJCDQ,Sonora Quest Laboratories,Scottsdale,AZ,33.5865541,-111.9264653,3.5,3,3244,Health & Medical
GKTS7PFoF_GpycUKXDsm_g,Spatini Skin and Nail Spa Jeannie Zagerman,Scottsdale,AZ,33.583467,-111.926856,4.5,22,3245,Beauty & Spas
kYQxOeJRFYats6cxVFnILw,FOX Sports Grill,Scottsdale,AZ,33.633717,-111.924669,3,29,3246,Nightlife
I0F2Gj5mUjKlidYjquqX2Q,Blimpie Subs & Salads,Scottsdale,AZ,33.624662,-111.943525,3,8,3249,Restaurants
exkmOzAXmfNwtUpVOZfkdg,Great Clips,Scottsdale,AZ,33.6260239,-111.9429565,3.5,3,3250,Beauty & Spas
L5VbvCQRxcEdKaKxve3pbg,Mahsa,Scottsdale,AZ,33.624524,-111.929685,4.5,4,3253,Shopping
VTVHTulkWlsuQUxBgTsruQ,Salt Creek Office Furniture,Scottsdale,AZ,33.6151575,-111.9264331,3.5,3,3255,Shopping
40B5TbtZbiGV4blFR9S6Dw,Orange Tree Golf Resort,Scottsdale,AZ,33.5901625,-111.9603297,3.5,66,3256,Hotels & Travel
NliiPZFKgFIRb34Qb_H-TA,Gio's Barber Styling Shop,Scottsdale,AZ,33.639896,-111.94439,5,6,3257,Beauty & Spas
hN4nFu26i62PjwnHJagc9Q,Jack-In-the Box Drive Thru,Scottsdale,AZ,33.6097856,-111.927307,3,4,3259,Restaurants
nRpfMWN1TWOZD7LtDKrsmQ,Arizona Leather Interiors,Scottsdale,AZ,33.6163374,-111.9272254,3.5,6,3260,Shopping
ZSXJXIMcFwZ_ZV_35sJJNg,Cameo Studios,Scottsdale,AZ,33.5826712,-111.929119,3.5,7,3268,Event Planning & Services
Y2Lfzulh_D9nNcuH49UT4w,Sushi On Shea,Scottsdale,AZ,33.5826712,-111.929119,4,58,3269,Restaurants
P-VUqVXFRZ_8-2e24C6O6w,Affiliated Pediatric Dentistry & Orthodontics: Scottsdale Shea,Scottsdale,AZ,33.583821,-111.934196,4.5,10,3273,Health & Medical
tY30KG3CxVe3wU1b5gQDtQ,Chocolate Star Bakery,Scottsdale,AZ,33.585636,-111.926761,4.5,22,3274,Food
LdzW3pFRNiBpmWV5X4uRiQ,Skin & Cancer Center of Scottsdale,Scottsdale,AZ,33.5864827,-111.9266872,4.5,4,3276,Beauty & Spas
